,State,County,Year,Days with AQI,Hazardous Days,Max AQI,90th Percentile AQI,Days Ozone,cnty_state,county_id_fips
267,Illinois,Wabash,2018,363,0,61,14,0,"Wabash County, Illinois",17185
268,Illinois,Will,2018,365,0,126,67,216,"Will County, Illinois",17197
269,Illinois,Winnebago,2018,362,0,151,54,346,"Winnebago County, Illinois",17201
270,Indiana,Allen,2018,365,0,122,66,216,"Allen County, Indiana",18003
271,Indiana,Bartholomew,2018,365,0,108,61,242,"Bartholomew County, Indiana",18005
272,Indiana,Boone,2018,365,0,112,54,365,"Boone County, Indiana",18011
273,Indiana,Brown,2018,363,0,97,48,363,"Brown County, Indiana",18013
274,Indiana,Carroll,2018,359,0,115,48,359,"Carroll County, Indiana",18015
275,Indiana,Clark,2018,357,0,122,59,305,"Clark County, Indiana",18019
276,Indiana,Daviess,2018,325,0,21,6,0,"Daviess County, Indiana",18027
277,Indiana,Delaware,2018,361,0,129,54,317,"Delaware County, Indiana",18035
278,Indiana,Dubois,2018,119,0,87,58,0,"Dubois County, Indiana",18037
279,Indiana,Elkhart,2018,363,0,105,58,194,"Elkhart County, Indiana",18039
280,Indiana,Floyd,2018,359,0,143,52,323,"Floyd County, Indiana",18043
281,Indiana,Gibson,2018,363,0,84,23,0,"Gibson County, Indiana",18051
282,Indiana,Greene,2018,361,0,129,56,322,"Greene County, Indiana",18055
283,Indiana,Hamilton,2018,365,0,129,59,227,"Hamilton County, Indiana",18057
284,Indiana,Hendricks,2018,365,0,108,48,365,"Hendricks County, Indiana",18063
285,Indiana,Henry,2018,116,0,111,55,0,"Henry County, Indiana",18065
286,Indiana,Howard,2018,365,0,108,58,214,"Howard County, Indiana",18067
287,Indiana,Huntington,2018,358,0,97,46,358,"Huntington County, Indiana",18069
288,Indiana,Jackson,2018,341,0,90,47,341,"Jackson County, Indiana",18071
289,Indiana,Knox,2018,357,0,122,54,357,"Knox County, Indiana",18083
290,Indiana,LaPorte,2018,363,0,161,61,335,"LaPorte County, Indiana",18091
291,Indiana,Lake,2018,365,0,151,66,113,"Lake County, Indiana",18089
292,Indiana,Madison,2018,365,0,136,59,211,"Madison County, Indiana",18095
293,Indiana,Marion,2018,365,0,156,70,124,"Marion County, Indiana",18097
294,Indiana,Monroe,2018,335,0,97,58,0,"Monroe County, Indiana",18105
295,Indiana,Morgan,2018,365,0,110,51,342,"Morgan County, Indiana",18109
296,Indiana,Perry,2018,350,0,80,50,350,"Perry County, Indiana",18123
297,Indiana,Pike,2018,361,0,33,9,0,"Pike County, Indiana",18125
298,Indiana,Porter,2018,365,0,161,62,211,"Porter County, Indiana",18127
299,Indiana,Posey,2018,360,0,100,50,360,"Posey County, Indiana",18129
300,Indiana,Shelby,2018,361,0,112,49,361,"Shelby County, Indiana",18145
301,Indiana,Spencer,2018,121,0,85,56,0,"Spencer County, Indiana",18147
302,Indiana,St. Joseph,2018,365,0,133,64,183,"St. Joseph County, Indiana",18141
303,Indiana,Sullivan,2018,181,0,91,57,0,"Sullivan County, Indiana",18153
304,Indiana,Tippecanoe,2018,345,0,78,54,0,"Tippecanoe County, Indiana",18157
305,Indiana,Vanderburgh,2018,365,0,143,63,199,"Vanderburgh County, Indiana",18163
306,Indiana,Vigo,2018,365,0,115,64,202,"Vigo County, Indiana",18167
307,Indiana,Wabash,2018,362,0,129,54,362,"Wabash County, Indiana",18169
308,Indiana,Warrick,2018,365,0,126,51,365,"Warrick County, Indiana",18173
309,Indiana,Whitley,2018,348,0,81,54,0,"Whitley County, Indiana",18183
310,Iowa,Black Hawk,2018,365,0,82,61,0,"Black Hawk County, Iowa",19013
311,Iowa,Bremer,2018,245,0,112,50,245,"Bremer County, Iowa",19017
312,Iowa,Cerro Gordo,2018,115,0,46,31,0,"Cerro Gordo County, Iowa",19033
313,Iowa,Clinton,2018,365,0,100,64,145,"Clinton County, Iowa",19045
314,Iowa,Harrison,2018,245,0,101,58,245,"Harrison County, Iowa",19085
315,Iowa,Johnson,2018,362,0,92,56,0,"Johnson County, Iowa",19103
316,Iowa,Lee,2018,121,0,76,56,0,"Lee County, Iowa",19111
317,Iowa,Linn,2018,365,0,129,64,150,"Linn County, Iowa",19113
318,Iowa,Montgomery,2018,365,0,93,60,149,"Montgomery County, Iowa",19137
319,Iowa,Muscatine,2018,365,0,95,62,0,"Muscatine County, Iowa",19139
320,Iowa,Palo Alto,2018,365,0,115,62,160,"Palo Alto County, Iowa",19147
321,Iowa,Polk,2018,365,0,112,60,225,"Polk County, Iowa",19153
322,Iowa,Pottawattamie,2018,124,0,102,56,0,"Pottawattamie County, Iowa",19155
323,Iowa,Scott,2018,365,0,108,69,66,"Scott County, Iowa",19163
324,Iowa,Van Buren,2018,359,0,100,58,178,"Van Buren County, Iowa",19177
325,Iowa,Woodbury,2018,122,0,92,53,0,"Woodbury County, Iowa",19193
326,Kansas,Chase,2018,116,0,63,43,0,"Chase County, Kansas",20017
327,Kansas,Ford,2018,354,0,129,41,0,"Ford County, Kansas",20057
328,Kansas,Johnson,2018,363,0,91,59,274,"Johnson County, Kansas",20091
329,Kansas,Leavenworth,2018,362,0,100,51,362,"Leavenworth County, Kansas",20103
330,Kansas,Neosho,2018,359,0,87,54,303,"Neosho County, Kansas",20133
331,Kansas,Sedgwick,2018,365,0,100,62,231,"Sedgwick County, Kansas",20173
332,Kansas,Shawnee,2018,365,0,99,63,181,"Shawnee County, Kansas",20177
333,Kansas,Sherman,2018,350,0,91,31,0,"Sherman County, Kansas",20181
334,Kansas,Sumner,2018,365,0,90,56,312,"Sumner County, Kansas",20191
335,Kansas,Trego,2018,365,0,130,60,324,"Trego County, Kansas",20195
336,Kansas,Wyandotte,2018,365,0,172,68,180,"Wyandotte County, Kansas",20209
337,Kentucky,Bell,2018,256,0,84,50,226,"Bell County, Kentucky",21013
338,Kentucky,Boone,2018,243,0,151,51,243,"Boone County, Kentucky",21015
339,Kentucky,Boyd,2018,365,0,119,55,159,"Boyd County, Kentucky",21019
340,Kentucky,Bullitt,2018,233,0,150,58,233,"Bullitt County, Kentucky",21029
341,Kentucky,Campbell,2018,352,0,101,56,160,"Campbell County, Kentucky",21037
342,Kentucky,Carter,2018,281,0,80,49,217,"Carter County, Kentucky",21043
343,Kentucky,Christian,2018,280,0,90,54,213,"Christian County, Kentucky",21047
344,Kentucky,Daviess,2018,357,0,112,58,144,"Daviess County, Kentucky",21059
345,Kentucky,Edmonson,2018,365,0,100,58,195,"Edmonson County, Kentucky",21061
346,Kentucky,Fayette,2018,365,0,87,59,111,"Fayette County, Kentucky",21067
347,Kentucky,Greenup,2018,360,0,119,46,238,"Greenup County, Kentucky",21089
348,Kentucky,Hancock,2018,125,0,97,48,125,"Hancock County, Kentucky",21091
349,Kentucky,Hardin,2018,361,0,100,61,121,"Hardin County, Kentucky",21093
350,Kentucky,Henderson,2018,365,0,120,77,122,"Henderson County, Kentucky",21101
351,Kentucky,Jefferson,2018,365,0,166,76,144,"Jefferson County, Kentucky",21111
352,Kentucky,Jessamine,2018,356,0,90,50,237,"Jessamine County, Kentucky",21113
353,Kentucky,Livingston,2018,257,0,97,54,240,"Livingston County, Kentucky",21139
354,Kentucky,McCracken,2018,364,0,100,60,133,"McCracken County, Kentucky",21145
355,Kentucky,Morgan,2018,364,0,80,48,364,"Morgan County, Kentucky",21175
356,Kentucky,Oldham,2018,243,0,108,54,243,"Oldham County, Kentucky",21185
357,Kentucky,Perry,2018,364,0,80,56,122,"Perry County, Kentucky",21193
358,Kentucky,Pike,2018,359,0,84,52,146,"Pike County, Kentucky",21195
359,Kentucky,Pulaski,2018,282,0,74,54,218,"Pulaski County, Kentucky",21199
360,Kentucky,Simpson,2018,243,0,93,51,243,"Simpson County, Kentucky",21213
361,Kentucky,Trigg,2018,348,0,87,48,348,"Trigg County, Kentucky",21221
362,Kentucky,Warren,2018,352,0,95,58,103,"Warren County, Kentucky",21227
363,Kentucky,Washington,2018,359,0,77,50,359,"Washington County, Kentucky",21229
364,Louisiana,Ascension,2018,364,0,122,51,357,"Ascension County, Louisiana",22005
365,Louisiana,Bossier,2018,365,0,96,61,288,"Bossier County, Louisiana",22015
366,Louisiana,Caddo,2018,361,0,128,61,291,"Caddo County, Louisiana",22017
367,Louisiana,Calcasieu,2018,365,0,108,67,111,"Calcasieu County, Louisiana",22019
368,Louisiana,East Baton Rouge,2018,365,0,126,70,159,"East Baton Rouge County, Louisiana",22033
369,Louisiana,Iberville,2018,365,0,153,64,324,"Iberville County, Louisiana",22047
370,Louisiana,Jefferson,2018,365,0,101,64,168,"Jefferson County, Louisiana",22051
371,Louisiana,Lafayette,2018,365,0,97,62,197,"Lafayette County, Louisiana",22055
372,Louisiana,Lafourche,2018,362,0,90,51,259,"Lafourche County, Louisiana",22057
373,Louisiana,Livingston,2018,365,0,100,61,195,"Livingston County, Louisiana",22063
374,Louisiana,Orleans,2018,365,0,85,58,0,"Orleans County, Louisiana",22071
375,Louisiana,Ouachita,2018,363,0,100,46,313,"Ouachita County, Louisiana",22073
376,Louisiana,Pointe Coupee,2018,356,0,97,48,356,"Pointe Coupee County, Louisiana",22077
377,Louisiana,Rapides,2018,119,0,91,56,0,"Rapides County, Louisiana",22079
378,Louisiana,St. Bernard,2018,365,0,112,63,182,"St. Bernard County, Louisiana",22087
379,Louisiana,St. Charles,2018,365,0,110,27,0,"St. Charles County, Louisiana",22089
380,Louisiana,St. James,2018,365,0,93,44,364,"St. James County, Louisiana",22093
381,Louisiana,St. John the Baptist,2018,359,0,108,48,359,"St. John the Baptist County, Louisiana",22095
382,Louisiana,St. Martin,2018,352,0,97,50,352,"St. Martin County, Louisiana",22099
383,Louisiana,St. Tammany,2018,365,0,101,58,268,"St. Tammany County, Louisiana",22103
384,Louisiana,Tangipahoa,2018,125,0,78,53,0,"Tangipahoa County, Louisiana",22105
385,Louisiana,Terrebonne,2018,119,0,70,49,0,"Terrebonne County, Louisiana",22109
386,Louisiana,West Baton Rouge,2018,365,0,129,61,149,"West Baton Rouge County, Louisiana",22121
387,Maine,Androscoggin,2018,361,0,84,47,190,"Androscoggin County, Maine",23001
388,Maine,Aroostook,2018,365,0,195,55,219,"Aroostook County, Maine",23003
389,Maine,Cumberland,2018,365,0,100,54,243,"Cumberland County, Maine",23005
390,Maine,Hancock,2018,365,0,122,49,355,"Hancock County, Maine",23009
391,Maine,Kennebec,2018,360,0,90,46,217,"Kennebec County, Maine",23011
392,Maine,Knox,2018,219,0,112,45,219,"Knox County, Maine",23013
393,Maine,Oxford,2018,354,0,97,53,176,"Oxford County, Maine",23017
394,Maine,Penobscot,2018,365,0,97,49,197,"Penobscot County, Maine",23019
395,Maine,Washington,2018,339,0,122,46,327,"Washington County, Maine",23029
396,Maine,York,2018,227,0,119,49,227,"York County, Maine",23031
397,Maryland,Allegany,2018,365,0,200,85,0,"Allegany County, Maryland",24001
398,Maryland,Anne Arundel,2018,346,0,140,71,237,"Anne Arundel County, Maryland",24003
399,Maryland,Baltimore,2018,365,0,115,65,228,"Baltimore County, Maryland",24510
400,Maryland,Baltimore (City),2018,364,0,129,71,151,"Baltimore (City) County, Maryland",
401,Maryland,Calvert,2018,243,0,147,58,243,"Calvert County, Maryland",24009
402,Maryland,Carroll,2018,240,0,97,61,240,"Carroll County, Maryland",24013
403,Maryland,Cecil,2018,358,0,129,61,160,"Cecil County, Maryland",24015
404,Maryland,Charles,2018,235,0,133,54,235,"Charles County, Maryland",24017
405,Maryland,Dorchester,2018,365,0,151,59,314,"Dorchester County, Maryland",24019
406,Maryland,Frederick,2018,245,0,100,61,245,"Frederick County, Maryland",24021
407,Maryland,Garrett,2018,362,0,97,52,313,"Garrett County, Maryland",24023
408,Maryland,Harford,2018,358,0,150,64,226,"Harford County, Maryland",24025
409,Maryland,Howard,2018,365,0,75,56,0,"Howard County, Maryland",24027
410,Maryland,Kent,2018,361,0,119,61,224,"Kent County, Maryland",24029
411,Maryland,Montgomery,2018,347,0,112,59,185,"Montgomery County, Maryland",24031
412,Maryland,Prince George's,2018,365,0,166,68,288,"Prince George's County, Maryland",24033
413,Maryland,Washington,2018,356,0,93,61,200,"Washington County, Maryland",24043
414,Massachusetts,Barnstable,2018,360,0,133,46,355,"Barnstable County, Massachusetts",25001
415,Massachusetts,Berkshire,2018,365,0,122,58,80,"Berkshire County, Massachusetts",25003
416,Massachusetts,Bristol,2018,365,0,133,56,276,"Bristol County, Massachusetts",25005
417,Massachusetts,Dukes,2018,360,0,108,49,352,"Dukes County, Massachusetts",25007
418,Massachusetts,Essex,2018,365,0,115,55,260,"Essex County, Massachusetts",25009
419,Massachusetts,Franklin,2018,365,0,100,52,280,"Franklin County, Massachusetts",25011
420,Massachusetts,Hampden,2018,365,0,126,59,232,"Hampden County, Massachusetts",25013
421,Massachusetts,Hampshire,2018,363,0,122,54,258,"Hampshire County, Massachusetts",25015
422,Massachusetts,Middlesex,2018,365,0,97,49,269,"Middlesex County, Massachusetts",25017
423,Massachusetts,Norfolk,2018,353,0,105,45,334,"Norfolk County, Massachusetts",25021
424,Massachusetts,Plymouth,2018,364,0,126,51,279,"Plymouth County, Massachusetts",25023
425,Massachusetts,Suffolk,2018,365,0,108,61,58,"Suffolk County, Massachusetts",25025
426,Massachusetts,Worcester,2018,365,0,129,57,273,"Worcester County, Massachusetts",25027
427,Michigan,Allegan,2018,286,0,150,64,229,"Allegan County, Michigan",26005
428,Michigan,Bay,2018,356,0,83,50,0,"Bay County, Michigan",26017
429,Michigan,Benzie,2018,250,0,154,54,250,"Benzie County, Michigan",26019
430,Michigan,Berrien,2018,245,0,126,61,245,"Berrien County, Michigan",26021
431,Michigan,Cass,2018,240,0,126,64,240,"Cass County, Michigan",26027
432,Michigan,Chippewa,2018,271,0,70,54,111,"Chippewa County, Michigan",26033
433,Michigan,Clinton,2018,244,0,143,64,244,"Clinton County, Michigan",26037
434,Michigan,Genesee,2018,362,0,122,62,214,"Genesee County, Michigan",26049
435,Michigan,Huron,2018,241,0,122,54,241,"Huron County, Michigan",26063
436,Michigan,Ingham,2018,342,0,147,56,191,"Ingham County, Michigan",26065
437,Michigan,Kalamazoo,2018,356,0,115,61,170,"Kalamazoo County, Michigan",26077
438,Michigan,Kent,2018,365,0,115,61,229,"Kent County, Michigan",26081
439,Michigan,Keweenaw,2018,114,0,61,28,0,"Keweenaw County, Michigan",26083
440,Michigan,Lenawee,2018,344,0,115,66,221,"Lenawee County, Michigan",26091
441,Michigan,Macomb,2018,299,0,143,68,249,"Macomb County, Michigan",26099
442,Michigan,Manistee,2018,265,0,112,53,206,"Manistee County, Michigan",26101
443,Michigan,Mason,2018,252,0,133,51,252,"Mason County, Michigan",26105
444,Michigan,Missaukee,2018,365,0,97,51,339,"Missaukee County, Michigan",26113
445,Michigan,Monroe,2018,365,0,59,11,0,"Monroe County, Michigan",26115
446,Michigan,Muskegon,2018,240,0,174,67,240,"Muskegon County, Michigan",26121
447,Michigan,Oakland,2018,278,0,151,67,220,"Oakland County, Michigan",26125
448,Michigan,Ottawa,2018,365,0,115,59,235,"Ottawa County, Michigan",26139
449,Michigan,Schoolcraft,2018,351,0,105,49,245,"Schoolcraft County, Michigan",26153
450,Michigan,St. Clair,2018,365,0,151,79,145,"St. Clair County, Michigan",26147
451,Michigan,Tuscola,2018,356,0,105,50,356,"Tuscola County, Michigan",26157
452,Michigan,Washtenaw,2018,365,0,150,66,234,"Washtenaw County, Michigan",26161
453,Michigan,Wayne,2018,365,0,133,80,82,"Wayne County, Michigan",26163
454,Michigan,Wexford,2018,356,0,122,49,356,"Wexford County, Michigan",26165
455,Minnesota,Anoka,2018,365,0,115,63,216,"Anoka County, Minnesota",27003
456,Minnesota,Becker,2018,358,0,100,51,203,"Becker County, Minnesota",27005
457,Minnesota,Beltrami,2018,352,0,106,41,0,"Beltrami County, Minnesota",27007
458,Minnesota,Carlton,2018,354,0,93,45,159,"Carlton County, Minnesota",27017
459,Minnesota,Cass,2018,320,0,100,47,0,"Cass County, Minnesota",27021
460,Minnesota,Cook,2018,353,0,65,31,0,"Cook County, Minnesota",27031
461,Minnesota,Crow Wing,2018,348,0,107,52,167,"Crow Wing County, Minnesota",27035
462,Minnesota,Dakota,2018,365,0,91,54,0,"Dakota County, Minnesota",27037
463,Minnesota,Goodhue,2018,231,0,133,51,231,"Goodhue County, Minnesota",27049
464,Minnesota,Hennepin,2018,365,0,104,64,60,"Hennepin County, Minnesota",27053
465,Minnesota,Lake,2018,365,0,95,54,159,"Lake County, Minnesota",27075
466,Minnesota,Lyon,2018,365,0,84,50,166,"Lyon County, Minnesota",27083
467,Minnesota,Mille Lacs,2018,126,0,74,49,126,"Mille Lacs County, Minnesota",27095
468,Minnesota,Olmsted,2018,361,0,98,57,148,"Olmsted County, Minnesota",27109
469,Minnesota,Ramsey,2018,365,0,111,60,0,"Ramsey County, Minnesota",27123
470,Minnesota,Saint Louis,2018,365,0,109,57,281,"Saint Louis County, Minnesota",27137
471,Minnesota,Scott,2018,357,0,112,51,291,"Scott County, Minnesota",27139
472,Minnesota,Stearns,2018,365,0,101,56,186,"Stearns County, Minnesota",27145
473,Minnesota,Washington,2018,365,0,100,65,81,"Washington County, Minnesota",27163
474,Minnesota,Winona,2018,113,0,77,44,0,"Winona County, Minnesota",27169
475,Minnesota,Wright,2018,365,0,122,60,203,"Wright County, Minnesota",27171
476,Mississippi,Bolivar,2018,312,0,129,67,163,"Bolivar County, Mississippi",28011
477,Mississippi,DeSoto,2018,365,0,159,60,127,"DeSoto County, Mississippi",28033
478,Mississippi,Forrest,2018,359,0,119,57,0,"Forrest County, Mississippi",28035
479,Mississippi,Grenada,2018,105,0,80,48,0,"Grenada County, Mississippi",28043
480,Mississippi,Hancock,2018,363,0,102,55,168,"Hancock County, Mississippi",28045
481,Mississippi,Harrison,2018,364,0,115,60,171,"Harrison County, Mississippi",28047
482,Mississippi,Hinds,2018,365,0,112,67,146,"Hinds County, Mississippi",28049
483,Mississippi,Jackson,2018,363,0,105,58,166,"Jackson County, Mississippi",28059
484,Mississippi,Lauderdale,2018,237,0,87,54,237,"Lauderdale County, Mississippi",28075
485,Mississippi,Lee,2018,243,0,80,49,243,"Lee County, Mississippi",28081
486,Mississippi,Yalobusha,2018,325,0,71,44,325,"Yalobusha County, Mississippi",28161
487,Missouri,Andrew,2018,245,0,112,74,245,"Andrew County, Missouri",29003
488,Missouri,Boone,2018,245,0,105,54,245,"Boone County, Missouri",29019
489,Missouri,Buchanan,2018,363,0,74,55,0,"Buchanan County, Missouri",29021
490,Missouri,Callaway,2018,245,0,90,58,245,"Callaway County, Missouri",29027
491,Missouri,Cass,2018,364,0,97,58,211,"Cass County, Missouri",29037
492,Missouri,Cedar,2018,363,0,84,58,180,"Cedar County, Missouri",29039
493,Missouri,Clay,2018,363,0,147,67,220,"Clay County, Missouri",29047
494,Missouri,Clinton,2018,245,0,143,71,245,"Clinton County, Missouri",29049
495,Missouri,Franklin,2018,365,0,76,19,0,"Franklin County, Missouri",29071
496,Missouri,Greene,2018,365,0,93,56,198,"Greene County, Missouri",29077
497,Missouri,Iron,2018,365,0,105,46,0,"Iron County, Missouri",29093
498,Missouri,Jackson,2018,365,0,74,54,0,"Jackson County, Missouri",29095
499,Missouri,Jasper,2018,365,0,95,54,226,"Jasper County, Missouri",29097
500,Missouri,Jefferson,2018,365,0,119,61,197,"Jefferson County, Missouri",29099
501,Missouri,Lincoln,2018,245,0,143,67,245,"Lincoln County, Missouri",29113
502,Missouri,Monroe,2018,365,0,105,49,365,"Monroe County, Missouri",29137
503,Missouri,New Madrid,2018,365,0,200,136,0,"New Madrid County, Missouri",29143
504,Missouri,Perry,2018,245,0,126,61,245,"Perry County, Missouri",29157
505,Missouri,Saint Charles,2018,365,0,147,61,242,"Saint Charles County, Missouri",29183
506,Missouri,Saint Louis,2018,365,0,119,71,175,"Saint Louis County, Missouri",29510
507,Missouri,Sainte Genevieve,2018,245,0,97,58,245,"Sainte Genevieve County, Missouri",29186
508,Missouri,St. Louis City,2018,365,0,182,71,137,"St. Louis City County, Missouri",29510
509,Missouri,Stoddard,2018,117,0,67,46,0,"Stoddard County, Missouri",29207
510,Missouri,Taney,2018,119,0,75,47,0,"Taney County, Missouri",29213
511,Montana,Cascade,2018,360,0,162,49,0,"Cascade County, Montana",30013
512,Montana,Fergus,2018,365,0,158,51,327,"Fergus County, Montana",30027
513,Montana,Flathead,2018,365,0,182,66,186,"Flathead County, Montana",30029
514,Montana,Gallatin,2018,365,0,153,52,0,"Gallatin County, Montana",30031
515,Montana,Lake,2018,118,0,117,36,0,"Lake County, Montana",30047
516,Montana,Lewis and Clark,2018,365,0,164,66,253,"Lewis and Clark County, Montana",30049
517,Montana,Lincoln,2018,365,0,177,77,0,"Lincoln County, Montana",30053
518,Montana,Missoula,2018,365,0,153,78,102,"Missoula County, Montana",30063
519,Montana,Phillips,2018,360,0,158,50,311,"Phillips County, Montana",30071
520,Montana,Powder River,2018,362,0,117,65,265,"Powder River County, Montana",30075
521,Montana,Powell,2018,113,0,92,34,0,"Powell County, Montana",30077
522,Montana,Ravalli,2018,351,0,89,57,0,"Ravalli County, Montana",30081
523,Montana,Richland,2018,364,0,139,58,322,"Richland County, Montana",30083
524,Montana,Roosevelt,2018,105,0,134,41,0,"Roosevelt County, Montana",30085
525,Montana,Rosebud,2018,361,0,133,49,301,"Rosebud County, Montana",30087
526,Montana,Sanders,2018,365,0,148,70,0,"Sanders County, Montana",30089
527,Montana,Sheridan,2018,112,0,118,40,0,"Sheridan County, Montana",30091
528,Montana,Silver Bow,2018,363,0,120,56,0,"Silver Bow County, Montana",30093
529,Montana,Yellowstone,2018,364,0,154,54,0,"Yellowstone County, Montana",30111
530,Nebraska,Cass,2018,337,0,57,31,0,"Cass County, Nebraska",31025
531,Nebraska,Douglas,2018,365,0,108,64,191,"Douglas County, Nebraska",31055
532,Nebraska,Hall,2018,111,0,68,45,0,"Hall County, Nebraska",31079
